title,abstract,authors,year,keywords,orig_index,data_ret_flag,hollow_flag,grey_flag,update_flag,doi
Behavior Genetics Association 39th Annual Meeting Abstracts.,"the article presents abstracts on behavioral genetics which include the structure of cannabis withdrawal, the relationship between early cannabis use and elevated mood, and genetic and environmental structure of cognitive factors.",,2009,COGNITIVE ability; MARIJUANA abuse; BEHAVIOR genetics; SUBSTANCE abuse treatment,2713,manual,TRUE,TRUE,R,
POSTER SESSION ABSTRACTS.,"the article presents abstracts on medical topics which include electrophysiological evidence for rapid preferential processing of electroshock conditioned faces, robotics and dopamine transporter.",,2009,MEDICAL research; ABSTRACTS,2714,manual,TRUE,TRUE,R,
Poster Session Abstracts.,"the article contains poster session abstracts including ""affective modulation of the startle reflex in specific phobia,"" the modulation of skin conductance response to a defense stimulus by affective sounds,"" and ""impaired perception of dyspnea and pain after right insular cortex lesions.""",,2008,PSYCHOPHYSIOLOGY; GALVANIC skin response; ABSTRACTS; PERCEPTUAL disorders; STARTLE reaction,2724,manual,TRUE,TRUE,R,
Management - Diabetes.,"the article presents studies on diabetes management. included in the list are ""metformin versus insulin for the treatment of gestational diabetes,"" by j. a. rowan et al, ""a microsphere-based vaccine prevents and reverses new-onset autoimmune diabetes,"" by b. phillips et al, and ""effect of varying glycemic index meals on blood glucose control assessed with continuous glucose monitoring in youth with type 1 diabetes on basal-bolus insulin regimens,"" by t. r. nansel et al.",,2008,INSULIN; METFORMIN; DIABETES; BLOOD sugar; AUTOIMMUNE diseases; GLYCEMIC index,2725,manual,FALSE,TRUE,R,
Monday 21st July 2008.,"the article presents abstracts on topics related to psychology, which include developing effective psychological treatments for anxiety disorders, the controversy between psychology and behaviour analysis, and cooperation of complementary learning systems in memory.",,2008,BEHAVIOR; ANXIETY disorders; LEARNING; PSYCHOLOGY,2726,manual,TRUE,TRUE,R,
Thursday 24th July 2008.,"the article presents abstracts on topics related to psychology, which include early childhood development in southern africa, treatment of post-traumatic stress disorder, and development of social cognition.",,2008,PSYCHOLOGY; POST-traumatic stress disorder; SOCIAL perception; CHILD development,2727,manual,TRUE,TRUE,R,
Friday 25th July 2008.,"the article presents abstracts on topics related to psychology, which include emotion regulation and the social sharing of emotion, imaginary aspects of violence in schools in brazil, and cultural cognition.",,2008,COGNITION; EMOTIONS; PSYCHOLOGY; SCHOOL violence,2728,manual,TRUE,TRUE,R,
Track 1 â Track 5.,"the article presents abstracts on topics related to obesity which includes a study to find the tendency of overweight subjects to gain more weight than lean subjects, the isolation of fatty acids and differentiation of progenitor cells from human adipose tissue and the involvement of sirt 1 in resveratrol-stimulated changes in human adipocytes.",,2008,OBESITY; ADIPOSE tissues; FATTY acids; OVERWEIGHT persons; THIN people,2729,manual,TRUE,TRUE,R,
Contributed Podium Presentations.,"the article presents abstracts for medical research. they include ""post-ami drug therapy and risk of reinfarction in a medicaid population,"" ""cost-effectiveness of rosuvastatin versus atorvastatin, simvastatin, and pravastatin from a canadian health care perspective,"" and ""benefit/risk of irbesartan/hydrochlorothiazide as first-line treatment of severe hypertension.""",,2007,DRUG therapy; DRUG efficacy; MEDICAL care costs; MEDICINE,2743,manual,FALSE,TRUE,R,
Contributed Poster Presentations.,"the article presents abstracts of medical research. they include ""glucosamine vs placed in the treatment of osteoarthritis: meta-analysis,"" ""cost-benefit of rituximab for rheumatoid arthritis patients in argentina,"" and ""association between switching patterns among anti-tumor necrosis factors (anti-tnfs) and health care costs in the treatment of rheumatoid arthritis.""",,2007,RHEUMATOID arthritis; MEDICAL care costs; NECROSIS; OSTEOARTHRITIS,2744,manual,FALSE,TRUE,R,
"Announcements Fellowships, Grants, & Awards.",this article provides news briefs pertaining to the environmental health field. the national cancer institute division of cancer prevention invites those interested to apply to the cancer prevention research small grant program. the areas of research for which the grant is best used for are presented. other details about the grant are presented. details about translational research for the prevention and control of diabetes and obesity are presented.,,2007,OBESITY; DIABETES; CANCER prevention; ENVIRONMENTAL health; GRANTS in aid (Public finance),2745,manual,FALSE,TRUE,R,
Track 2 - Integrated Physiological Systems.,"the article offers information on several integrated physiological systems. topics include considered that low caloric diet therapy enhance satiation by ear acupuncture, herbal medicine and supplementary food on outpatient basis; and reports that malnutrition after weaning affects rats metabolism in a permanent manner.",,2007,PHYSIOLOGY; METABOLISM; ACUPUNCTURE; HERBAL medicine; MALNUTRITION,2749,manual,TRUE,TRUE,R,
Track 4 - Public Health and Prevention.,the article offers information on public health and prevention. topics include considered relationship between obesity and blood pressure in australian inner city migrant children living in sydney; and examines the results of the bes study as adoption of unhealthy lifestyle among greek adolescents of a rural area.,,2007,OBESITY; TEENAGERS; PUBLIC health; BLOOD pressure; CHILDREN of migrant laborers,2750,manual,TRUE,TRUE,R,
Track 2 - Integrated Physiological Systems.,"the article presents abstracts of integrated physiological systems. they include ""low calorie diet therapy with enhanced satiation by ear acupuncture, herbal medicine and supplementary food on outpatient basis,"" ""malnutrition after weaning affects rats metabolism in a permanent manner,"" and ""appetite hormones and energy intake after consumption of carbohydrate and protein-based beverages in obese men.""",,2007,PHYSIOLOGY; OVERWEIGHT persons; MALNUTRITION; DIET therapy,2751,manual,FALSE,TRUE,R,
Track 4 - Public Health and Prevention.,"the article presents abstracts related to the health of obese persons. they include ""normoglyceamia and risk markers in overweight and obese women from turkey,"" ""prevalence of adolescent overweight in urban and rural areas of greece,"" and ""relative validity of a new, online dietary assessment method.""",,2007,OBESITY; PUBLIC health; OVERWEIGHT persons; DIET,2752,manual,TRUE,TRUE,R,
In alphabetical order by first author.,"this section presents abstracts of articles about psychology and health. it includes ""the effects of a relaxation training programme for elementary school children,"" by m. abe and k. mori, ""the condom in sexual scripts,"" by m.-j. alvarez and l. garcia-marques, and ""health and work-related stress,"" by b. basinska.",,2006,PSYCHOLOGICAL stress; PSYCHOLOGY; HEALTH; RELAXATION for health,2760,manual,FALSE,TRUE,R,
Abstracts.,,,2006,,2761,manual,TRUE,TRUE,R,
Abstracts: in alphabetical order by first author.,,,2006,,2762,manual,TRUE,TRUE,R,
"Abstracts from 31st FEBS Congress, Istanbul, Turkey, 24-29 June 2006.",,,2006,,2765,manual,TRUE,TRUE,R,
ABSTRACT.,"the article presents medical abstracts. they include ""the yeast ccr4-not complex controls ubiquitination of the nascent-associated polypeptide complex,"" ""differential expression of isoforms of spleen tyrosine kinase of tissues: effects of the microbial flora"" and ""the serum interleukin 6 and c-reactive protein levels in the patients after trauma.""",,2006,C-reactive protein; SERUM; MEDICINE; INTERLEUKIN-6; TYROSINE,2766,manual,FALSE,TRUE,R,
"40th Annual Scientific Meeting of the European Society for Clinical Investigation, 15-18 March, Prague.",,,2006,,2768,manual,TRUE,TRUE,R,
Abstracts.,"the article presents abstracts of medical research. they include ""lack of association of serum uric acid levels with the occurrence and severity of angiographic documented coronary artery disease,"" ""the myocardial protective effects of high-dose atorvastatin during percutaneous coronary intervention in patients with unstable angina,"" ""evaluation of statin in decreasing the early mortality and morbidity of acute coronary syndrome: a clinical trial in shaheed rajaie cardiovascular medical and research center,"" ""type 2 diabetes is not a coronary artery disease risk equivalent,"" and ""lymphocytes t subpopulations in coronary heart disease patients.""",,2006,TYPE 2 diabetes; URIC acid; CORONARY disease; LYMPHOCYTES; STATINS (Cardiovascular agents),2769,manual,FALSE,TRUE,R,
"1st Joint Meeting of the Austrian, German, and Swiss Societies for Cardiothoracic Surgery and Cardiology, Weissensee, January 18â21, 2006.",,,2006,,2770,manual,TRUE,TRUE,R,
Symposia.,features several symposia on quality of life and medicine in the u.s. in 2005. range of issues and subject matter discussed by the symposia; keynote speakers; implications for studies of quality of life and medicine.,,2005,QUALITY of life; UNITED States; CONFERENCES & conventions; MEDICINE; INTELLECTUAL cooperation,2774,manual,TRUE,TRUE,R,
Abstracts.,"a1signal-averaged ecg: foregoer to endomyocardial biopsy in rejection diagnosis after cardiac transplantation?rolf bennhagen 3 , leif sÃ¶rnmo 1 , olle pahlm 2 , erkki pesonen 3 electrocardiology 1 , pediatric cardiac transplantation 2 , pediatric cardiology 3 , lund universityadult patients after myocardial infarction can exhibit sustained ventricular arrhythmias. late potentials detected with signal-averaged electrocardiography are known to be common in this group of patients compared to those without arrhythmias.after cardiac transplantation, acute cellular rejection is characterized by lymphocytic infiltration and a destruction of myocytes ressembling small myocardial infarctions.at present, endomyocardial biopsy is the gold standard to detect rejection. non-invasive complementary methods are desirable in monitoring rejection after cardiac transplantation.results from signal-averaged electrocardiograms and results from endomyocardial biopsy specimens are compared. late potentials were detected to a higher degree in individual leads than in conventional vectorcardiographic leads",,2005,CARDIAC surgery; ELECTROCARDIOGRAPHY; ELECTRODIAGNOSIS; HEART biopsy; HEART disease diagnosis; HEART examination,2778,manual,FALSE,TRUE,R,
Contributed Poster Presentations.,discusses abstracts of research papers about health. allergy; asthma; arthritis; cancer; chronic obstructive pulmonary disease; cardiovascular system.,,2004,HEALTH; ALLERGIES; ARTHRITIS; ASTHMA; CANCER; OBSTRUCTIVE lung diseases,2782,manual,TRUE,TRUE,R,
"Abstracts of the 40th Annual Scientific Meeting of the Australian and New Zealand Society of Nephrology. Adelaide, Australia, 1-3 September 2004.",,,2004,,2784,manual,TRUE,TRUE,R,
Abstracts.,"the article presents information on abstracts presented at 40th annual scientific meeting of the australian and new zealand society of nephrology. titles of some abstracts presented at the ""diabetes and renal bone disease,"" by g.j. elder and c.h. moy, ""difficulty with blood pressure control in diabetic chronic kidney disease,"" by k. nand, j.c. collins and g.d. gamble, ""multidetector spiral ct renal angiography in the diagnosis of renal artery fibromuscular dysplasia,"" by p.l. coleman, r. sabharwal and p. viadica.",,2004,"DIABETES; MEETINGS; ASSOCIATIONS, institutions, etc.; ANGIOGRAPHY; NEPHROLOGY; RENAL artery",2785,manual,FALSE,TRUE,R,
Poster Abstracts.,"the article presents certain abstracts of topics on neurosciences that were discussed on a poster sessions of a forum. in the poster session on ""prosodic rather than temporal salience triggers involuntary attentional capture to speech sounds: an erp investigation using the p3a ,"" the focus was on the role attention plays in speech comprehension. however, the nature of the interplay of attention and speech processing remains elusive. in the poster session on ""behavioural and physiological impairments of vigilant attention after traumatic brain injury,"" panelists stated that sustaining attention under conditions of low external demand taxes the ability to stay on task and to avoid more appealing trains of thought or environmental distractions.",,2004,NEUROSCIENCES; POSTER presentations; BRAIN injuries; COMPREHENSION; FORUMS; SPEECH,2786,manual,FALSE,TRUE,R,
Contributed Podium Presentations.,presents abstracts on topics discussed at the sixth annual european congress of the international society for pharmacoeconomics and outcomes research. design of a web-based standard gamble interview; use of acarbose for the prevention of type ii diabetes in canada; development of a preference-based measure for postmenopausal health.,,2003,CONFERENCES & conventions; ABSTRACTS; ACARBOSE; CANADA; MENOPAUSE,2788,manual,TRUE,TRUE,R,
Contributed Poster Presentations.,"presents abstracts related to allergy and eye disorders, published in the november 2003 issue of the periodical ""value in health."" occurrence of allergic conjunctivitis in great britain; prevalence of low vision in france; cost of brinzolamide versus dorzolamide in the treatment of glaucoma.",,2003,UNITED Kingdom; POSTER presentations; FRANCE; ABSTRACTS; ALLERGIES; CONJUNCTIVITIS; EYE diseases; LOW vision,2789,manual,TRUE,TRUE,R,
Abstracts to the 12th International Congress European Society for Child and Adolescent Psychiatry.,"provides information on training courses and symposiums in the 12th international congress european society for child and adolescent psychiatry held on september 28-october 1, 2003 in paris, france.  assessment of the mental health of infants; psychopathological approach and therapeutic interventions in eating disorders; assessment of the risk of violence among young offenders; schizophrenia in children and adolescents.",,2003,"EATING disorders; CONFERENCES & conventions; CHILD psychiatry; FRANCE; ASSOCIATIONS, institutions, etc.; SCHIZOPHRENIA in adolescence; ADOLESCENT psychiatry; PARIS (France); SCHIZOPHRENIA in children; VIOLENCE; VIOLENT adolescents",2790,manual,FALSE,TRUE,R,
6th Diabetic Neuropathy Satellite Symposium of the 18th International Diabetes Federation Congress in conjunction with 13th Annual Meeting of the Diabetic Neuropathy Study Group of the EASD (NEURODIAB XIII).,"reports on the sixth diabetic neuropathy satellite symposium of the 18th international diabetes federation congress in conjunction with 13th annual meeting of the diabetic neuropathy study group of the european association for the study of diabetes held in saint malo, france during 30 august-2 september 2003.  implications of the aldose reductase gene in peripheral nerve integrity and its environmental insults in diabetes; role of aldose reductase in the development of structural pathology of diabetic autonomic neuropathy; effect of aldose reductase inhibitor epalrestat on development of symptomatic neuropathy in diabetic patients.",,2003,"CONFERENCES & conventions; FRANCE; ASSOCIATIONS, institutions, etc.; ALDOSE reductase; DIABETIC neuropathies",2791,manual,FALSE,TRUE,R,
Abstracts to the 12th International Congress European Society for Child and Adolescent Psychiatry: Developmental psychopathology: transmission and change.,,,2003,,2794,manual,TRUE,TRUE,R,
CONTRIBUTED POSTER PRESENTATIONS.,"discusses abstracts of articles related to health.  'drug costs regulation system in the slovak republic,' by d. tomek; 'risk sharing in a state funded health service: outcomes guarantee project,' by s.r. chapman and e. reeve; 'the use of pathology-related parameters in explaining the variation of public expenditures on medical imaging,' by d. puttevils, d. ooms, g. wissels, k. putman and d. corens.",,2002,MEDICAL care; HEALTH; DIAGNOSTIC imaging,2795,manual,FALSE,TRUE,R,
"Abstarcts of the Annual Scientific Meeting of the Australian Atheroosclerosis Society. Fremantle, 22-24 November 2001.",,,2002,,2796,manual,TRUE,TRUE,R,
Contributed Poster Presentations.,"presents abstracts of studies related to health.  an analysis of a healthy start smoking cessation program; effect of preferred drug status on patient switching, adherence and days of therapy; assessment of fracture risk with prescription drugs in medicare-eligible plan members of a telecommunications company.",,2002,PATIENT compliance; HEALTH; INDUSTRIAL safety; SMOKING cessation,2798,manual,TRUE,TRUE,R,
Track 7 Diabetes and hyperlipidemia in obesity P205-P259.,"presents articles related to diabetes and hyperlipidemia in obesity published in the may 3, 2001 issue of the periodical 'international journal of obesity.'  diseases caused by diabetes; effect of diet free fat and endurance training on insulin receptor tyrosine protein kinase in dietary obese rats; effects of a weight maintenance program with or without exercise training on the metabolic syndrome in obese men.",,2001,OBESITY; DIABETES; PROTEIN-tyrosine kinases,2801,manual,FALSE,TRUE,R,
